Categories,close,%Change,EMA50,lagged EMA50,RSI,RSI-based MA,RSI-RSIMA,ATR,ADX,MACD,RP,RHODL,RR,MVRV-Z,SupplyP,MinerFeeRev%,Thermocap,AA,AVGFees,Puell,INVCAP,ASOPR,AccuTrend,NUPL,BTCINFLATION,Liveliness,NVT,CVDD,SP500,NASDAQ,POSNEG
4,37279.31,4.51%,46893.89,47286.32,38.42804,32.48533,5.942711,4553.176,55.50559,-4366.37,19763.45,6351.256,0.00411,1.929218,13854152,4.91E-02,2.63E+10,977195,0.000201,1.279309,3.44E+11,0.991208,0.294601,0.470235,0.017328,0.622375,37.20643,9432.947,#N/A,#N/A,1
4,37577.91,2.43%,46143.91,46493.54,39.8159,34.29288,5.523014,4240.703,55.82248,-3908.79,19777.42,6150.135,0.004226,1.968702,13990142,4.70E-02,2.64E+10,1082866,0.000204,1.542537,3.44E+11,0.99782,0.305081,0.474683,0.020429,0.622512,46.16371,9473.708,4208.12,13756.33,1
4,39248.55,4.45%,45873.5,46143.91,43.9594,35.0992,8.860196,4102.434,55.18748,-3521.29,19793.82,6488.739,0.004362,2.134542,14471888,5.15E-02,2.64E+10,1016677,0.000195,1.405988,3.44E+11,1.015313,0.318639,0.494566,0.018069,0.622437,44.47021,9495.952,4192.85,13614.51,1
4,35800.48,0.73%,44762.7,45128.51,38.30975,37.22247,1.087287,3804.423,54.62739,-3215.03,19744.12,6321.04,0.004052,1.755588,13292606,2.35E-02,2.65E+10,715945,0.000122,1.331192,3.43E+11,0.988996,0.170916,0.448284,0.018438,0.622274,18.78969,9506.651,#N/A,#N/A,1
4,37338.44,1.76%,43132.2,43368.68,45.39075,38.93252,6.458233,3603.79,50.93541,-2452.96,19698.85,5951.593,0.004136,1.914981,14081025,5.84E-02,2.67E+10,887269,0.000188,0.949375,3.42E+11,1.014306,0.180215,0.470913,0.012869,0.62216,44.73303,9561.911,4247.44,14069.42,1
4,40539.47,3.91%,42601.19,42685.35,53.19155,41.81548,11.37607,3531.256,45.40073,-1532.82,19733.04,6805.516,0.004409,2.253548,15026768,4.27E-02,2.68E+10,950559,0.000155,1.300071,3.43E+11,1.03781,0.072439,0.513053,0.016574,0.621919,41.26885,9573.792,4255.15,14174.14,1
4,35585.78,0.28%,41436.21,41675,42.40276,44.56802,-2.16526,3101.221,38.32019,-1210.53,19707.81,5852.791,0.003838,1.72444,13306369,3.35E-02,2.69E+10,651962,0.000136,0.881695,3.42E+11,0.984455,0,0.447868,0.012864,0.621419,60.64122,9598.799,#N/A,#N/A,1
4,32538.37,2.94%,40717.04,41050.86,37.63422,44.80786,-7.17364,3296.466,39.51744,-1729.42,19627.01,5358.732,0.003488,1.360347,12828376,7.75E-02,2.70E+10,774368,0.000243,0.697084,3.41E+11,0.966614,0.02443,0.395493,0.011139,0.621353,24.5174,9612.039,4246.44,14253.27,1
4,33688.35,3.53%,40441.4,40717.04,41.01399,44.51308,-3.49908,3287.646,39.48594,-1756.25,19626.91,5402.937,0.003667,1.516719,13094909,8.15E-02,2.70E+10,853826,0.000241,0.814393,3.41E+11,0.997308,0.005707,0.416611,0.01237,0.621377,29.84899,9625.992,4241.84,14271.73,1
4,34654.58,2.87%,40214.47,40441.4,43.77123,44.51289,-0.74166,3266.791,39.24488,-1680.18,19624.02,5508.691,0.003659,1.610693,13400514,6.82E-02,2.70E+10,859113,0.000206,0.84552,3.41E+11,0.994929,0,0.433154,0.012862,0.621446,28.89156,9635.604,4266.49,14369.71,1
4,32275.19,2.15%,39578.35,39876.43,39.73735,43.81914,-4.08179,3276.644,39.53373,-1899.76,19413.09,6849.582,0.003398,1.35009,12915887,5.02E-02,2.71E+10,714968,0.000162,0.666264,3.37E+11,0.966573,0,0.392833,0.010891,0.6216,23.71547,9658.591,#N/A,#N/A,1
4,35904.28,4.09%,39066.41,39195.47,49.52266,42.8297,6.692958,3062.314,36.09024,-1349.21,19433.36,7061.663,0.003809,1.76435,13932315,8.63E-02,2.71E+10,800649,0.000259,0.757977,3.37E+11,1.005594,0.045233,0.458524,0.011013,0.621478,33.95654,9668.036,4291.8,14528.33,1
4,33805.02,0.86%,38505.92,38697.79,44.68275,42.637,2.045749,2826.078,32.99427,-1183.02,19344.01,5811.061,0.003542,1.54628,13515182,9.92E-02,2.72E+10,809796,0.000329,0.708002,3.35E+11,0.934868,0.084298,0.429778,0.011012,0.621342,32.30812,9686.552,4352.34,14639.33,1
4,34682.16,2.59%,38355.97,38505.92,47.28902,43.00721,4.281804,2740.863,31.71551,-1072.7,19347.2,5718.663,0.003639,1.639448,13813636,6.94E-02,2.72E+10,1022345,0.000249,1.0298,3.36E+11,1.004083,0.030266,0.441871,0.015574,0.621331,46.04006,9687.459,#N/A,#N/A,1
4,35284.05,1.74%,38235.5,38355.97,49.0625,43.48291,5.579596,2656.549,30.0167,-926.033,19353.58,5795.46,0.003729,1.707138,13941937,5.70E-02,2.72E+10,850487,0.000253,0.954134,3.36E+11,1.011847,0.002559,0.451348,0.014091,0.621214,39.18841,9690.168,#N/A,#N/A,1
4,34225.73,1.57%,37907.28,38057.55,46.4586,44.82401,1.634592,2560.706,27.94446,-875.268,19346.37,5131.466,0.003595,1.580328,13574765,5.04E-02,2.73E+10,838259,0.000206,1.137611,3.35E+11,0.993371,0.020601,0.433471,0.017427,0.621009,48.94059,9697.125,4343.54,14663.64,1
4,33824.26,2.88%,37411.76,37558.18,46.06271,45.65982,0.402891,2383.492,26.58466,-859.742,19331.96,4386.884,0.003463,1.548217,13497468,3.18E-02,2.74E+10,841432,0.000118,1.014077,3.35E+11,1.001706,0,0.429202,0.016064,0.620719,52.9436,9712.029,4369.55,14701.92,1
4,34259.23,2.22%,37141.32,37258.95,47.864,46.15483,1.709169,2228.356,25.65116,-754.487,19333.15,4385.773,0.003513,1.586671,13701704,2.32E-02,2.74E+10,712209,0.000112,0.981943,3.35E+11,1.003194,0,0.435243,0.015321,0.620449,76.59539,9714.231,#N/A,#N/A,1
4,32816.39,0.25%,36659.04,36815.88,43.3964,45.28117,-1.88478,2091.979,25.76529,-817.185,19315.69,4556.081,0.003349,1.430003,13007557,2.29E-02,2.75E+10,819548,0.000106,1.275846,3.35E+11,0.97711,0.052632,0.411084,0.020891,0.620251,51.09537,9734.726,4374.3,14644.95,1
4,31533.91,0.46%,36086.04,36271.85,39.55492,44.05903,-4.50411,1942.598,27.24957,-1023.78,19350.52,5418.944,0.00323,1.291031,12473432,1.39E-02,2.76E+10,641135,6.93E-05,1.034171,3.35E+11,1.195683,0.033794,0.386471,0.017541,0.621134,38.84286,9833.326,#N/A,#N/A,1
4,31788.25,0.81%,35917.5,36086.04,40.89034,43.4753,-2.58496,1898.441,27.17902,-1027.2,19342.2,5462.579,0.003243,1.318017,12729396,1.32E-02,2.76E+10,639759,7.49E-05,1.047615,3.35E+11,0.980923,0.004901,0.391851,0.017664,0.6211,75.50102,9834.834,#N/A,#N/A,1
4,32287.74,0.47%,35234.53,35354.81,46.43516,42.37567,4.059486,1886.127,26.78274,-1006.26,19334.29,4697.205,0.003249,1.369264,13195142,1.46E-02,2.77E+10,802115,6.18E-05,1.115661,3.35E+11,1.021222,0.019466,0.401763,0.018775,0.62072,56.97662,9856.129,4367.48,14684.6,1
4,33647.26,4.21%,35172.28,35234.53,52.03412,42.8022,9.23192,1869.066,25.26064,-802.993,19286.48,5530.257,0.003276,1.496578,13784534,2.24E-02,2.78E+10,796273,8.36E-05,0.99188,3.34E+11,0.933395,0,0.424096,0.016547,0.620617,59.71988,9860.981,4411.79,14836.99,1
4,34283.01,1.89%,35137.41,35172.28,54.43277,43.46655,10.96622,1814.154,23.68586,-583.876,19291.86,5173.417,0.003407,1.575293,14074787,1.31E-02,2.78E+10,719166,6.48E-05,1.178547,3.34E+11,1.013619,0,0.436826,0.018897,0.620504,84.11539,9861.302,#N/A,#N/A,1
4,35428.26,3.34%,35148.82,35137.41,58.46247,44.22358,14.23889,1796.154,22.81515,-314.19,19294.23,5218.355,0.003447,1.674415,14445227,1.01E-02,2.78E+10,648141,5.58E-05,1.186064,3.34E+11,1.001814,0,0.452372,0.018772,0.620331,82.5003,9862.856,#N/A,#N/A,1
4,40035.1,1.43%,35579.79,35397.94,70.43002,49.44063,20.98939,2126.77,26.92878,904.1742,19618.41,8891.415,0.003961,2.136282,15484368,1.56E-02,2.79E+10,858727,6.19E-05,1.399907,3.40E+11,1.092295,0.184781,0.509655,0.019264,0.620773,16.316,9969.309,4400.64,14762.58,1
4,40039.44,0.01%,35754.68,35579.79,70.4395,51.59193,18.84757,2075.956,28.36394,1206.484,19849.2,10552.36,0.00395,2.108301,15490016,1.48E-02,2.80E+10,883068,5.71E-05,1.421728,3.45E+11,1.293928,0.217216,0.504083,0.019635,0.621452,33.45219,10180.45,4419.15,14778.26,1
4,39722.41,4.01%,36667.93,36543.26,60.70587,62.26914,-1.56327,2208.109,30.04223,1675.859,19905.08,7545.194,0.003765,2.062512,15380383,1.74E-02,2.82E+10,847181,6.29E-05,1.156563,3.46E+11,1.012031,0.289303,0.499711,0.01666,0.62244,25.33165,10200.25,4402.66,14780.53,1
4,40888.74,2.94%,36833.46,36667.93,63.72608,63.5042,0.221875,2346.664,29.91944,1745.49,19917.97,6046.787,0.003826,2.170999,15725579,1.47E-02,2.83E+10,846775,6.05E-05,1.380234,3.46E+11,1.013799,0.315907,0.512317,0.019628,0.622305,37.16032,10203.01,4429.1,14895.12,1
4,42869.58,4.84%,37070.17,36833.46,68.19694,64.65869,3.53825,2430.654,30.49446,1938.169,19952.11,6109.019,0.003995,2.364693,15853456,1.41E-02,2.83E+10,898784,5.46E-05,1.431327,3.46E+11,1.032107,0.332988,0.533978,0.019503,0.622164,26.27384,10212.63,4436.52,14835.76,1
4,44637.34,4.12%,37366.92,37070.17,71.5652,65.88244,5.682765,2420.802,31.43239,2208.059,19975.17,6036.18,0.004193,2.550296,16007053,9.86E-03,2.83E+10,738950,4.90E-05,1.580923,3.47E+11,1.036296,0.304992,0.552889,0.020493,0.622076,71.97444,10216.55,#N/A,#N/A,1
4,44707.98,0.08%,40344.62,40166.53,58.52914,66.75006,-8.22092,2404.464,35.30865,2392.884,20286.55,6426.828,0.004184,2.495369,15474282,1.79E-02,2.88E+10,875665,6.23E-05,1.277854,3.52E+11,1.035393,0.414685,0.547045,0.016524,0.620806,49.56189,10302.19,4400.27,14525.91,1
4,46765.87,4.60%,40596.44,40344.62,63.78447,66.75423,-2.96976,2456.508,34.98032,2370.3,20314.08,6546.962,0.004177,2.653958,16106731,1.32E-02,2.89E+10,888598,5.10E-05,1.457306,3.53E+11,1.035886,0.396674,0.565037,0.018871,0.620725,61.70302,10308.61,4405.8,14541.79,1
4,49284.63,0.85%,41565.37,41250.3,67.97684,66.4963,1.480543,2340.078,36.52137,2640.574,20407.11,6677.84,0.004469,2.899295,16604116,1.12E-02,2.90E+10,716074,6.10E-05,1.66165,3.55E+11,1.04417,0.365704,0.586115,0.020105,0.620347,79.73248,10329.26,#N/A,#N/A,1
4,49506.5,0.45%,41876.79,41565.37,68.44564,66.20797,2.237666,2279.513,37.22838,2667.516,20463.89,6769.201,0.004543,2.916287,16514898,1.15E-02,2.91E+10,973845,5.30E-05,2.023334,3.56E+11,1.071628,0.400019,0.586844,0.024198,0.620251,17.6704,10346.65,4479.53,14942.65,1
4,48987.33,2.74%,42374.38,42104.46,63.79277,65.17061,-1.37785,2270.378,35.98248,2466.894,20570.07,7070.004,0.004365,2.827675,16388479,1.27E-02,2.92E+10,859733,4.89E-05,1.581888,3.57E+11,1.11142,0.397702,0.579741,0.019607,0.620266,15.78688,10402.17,4496.19,15041.86,1
4,49077.57,4.75%,42805.94,42549.95,61.25056,63.85166,-2.6011,2361.614,33.47471,2200.994,20617.6,7377.974,0.00429,2.819171,16455953,1.29E-02,2.93E+10,852657,4.64E-05,1.416567,3.58E+11,1.016146,0.270821,0.579306,0.017874,0.620305,9.043088,10425.69,4509.37,15129.5,1
4,47112.5,0.25%,43563.14,43418.26,53.98541,61.78354,-7.79813,2170.568,27.00491,1631.039,20690.56,6953.761,0.004194,2.607558,15743955,1.50E-02,2.94E+10,925828,5.07E-05,1.369467,3.60E+11,1.020592,0.18357,0.561856,0.017624,0.619847,10.59886,10454.5,4522.68,15259.24,1
4,48839.86,3.67%,43770.07,43563.14,58.92854,61.81207,-2.88353,2200.34,25.75139,1598.497,20717.4,6961.852,0.004212,2.759147,16434331,2.03E-02,2.95E+10,962156,6.32E-05,1.310848,3.60E+11,1.023351,0.201292,0.575014,0.016759,0.619802,12.28833,10463.64,4524.09,15309.38,1
4,49279.37,0.90%,43986.12,43770.07,60.10294,61.5491,-1.44616,2169.706,25.33408,1589.846,20761.39,7281.743,0.004371,2.805974,16435391,2.10E-02,2.95E+10,1019133,6.89E-05,1.480569,3.61E+11,1.044909,0.214073,0.5791,0.018239,0.619709,13.66318,10471.41,4536.95,15331.18,1
4,50025,1.51%,44222.94,43986.12,62.08375,61.05012,1.033622,2208.64,25.30057,1624.431,20793.39,7622.004,0.004378,2.863219,16596470,1.95E-02,2.96E+10,1022475,6.49E-05,1.472736,3.61E+11,1.032148,0.218403,0.584094,0.018115,0.619615,20.67854,10479.76,4535.43,15363.52,1
4,51789.17,3.70%,44735.17,44447.25,66.47273,60.5568,5.915924,2153.179,25.91583,1756.81,20832.09,8348.824,0.004387,3.017084,16996279,1.01E-02,2.97E+10,728703,5.12E-05,1.63274,3.62E+11,1.022269,0.108741,0.597253,0.020091,0.619335,46.31165,10487.83,#N/A,#N/A,1
4,52698.81,1.76%,45047.47,44735.17,68.54469,60.56388,7.980818,2126.662,26.90318,1911.471,20864.65,8096.477,0.004496,3.090335,17069876,1.58E-02,2.97E+10,963749,6.40E-05,1.755736,3.63E+11,1.047005,0.122796,0.603286,0.02108,0.619183,37.91671,10495.53,#N/A,#N/A,1
4,46400,0.74%,45205.54,45156.78,47.01557,57.77321,-10.7576,2656.71,26.10113,903.2578,20890.83,8325.463,0.003991,2.467696,15235420,1.62E-02,2.99E+10,933427,5.15E-05,1.240897,3.63E+11,1.041244,0.104203,0.549397,0.016752,0.618944,48.07547,10531.46,4493.28,15248.25,1
4,45171.83,0.71%,45190.87,45191.65,44.07125,55.27801,-11.2068,2573.075,26.55574,298.871,20896.35,7865.485,0.003883,2.339763,14895491,1.16E-02,2.99E+10,846303,4.96E-05,1.305385,3.63E+11,1.003132,0.058254,0.537001,0.018108,0.618922,7.289517,10551.23,#N/A,#N/A,1
4,46024.23,1.89%,45223.55,45190.87,46.90558,54.32667,-7.42109,2511.332,26.45274,163.9016,20905.98,7784.733,0.003894,2.435814,15234978,9.24E-03,3.00E+10,701511,4.45E-05,1.301143,3.63E+11,1.006287,0.014025,0.546184,0.017983,0.618775,12.27044,10554.54,#N/A,#N/A,1
4,47127.22,4.85%,45287.82,45212.74,50.79831,53.40274,-2.60442,2578.572,26.92848,-6.98,20927.87,6889.254,0.003907,2.509095,15758193,1.39E-02,3.01E+10,943637,5.54E-05,1.487859,3.64E+11,1.018938,0.05718,0.554876,0.020576,0.618531,2.25962,10577.22,4443.05,15037.76,1
4,48148.12,2.17%,45399.98,45287.82,53.67848,53.02774,0.65074,2520.816,26.23893,92.2508,20968.77,7084.19,0.004024,2.607914,16135928,1.89E-02,3.01E+10,975677,6.35E-05,1.299585,3.64E+11,1.021927,0.080387,0.564306,0.017364,0.618529,19.16577,10593.28,4480.7,15161.53,1
4,48314.56,2.14%,45671.19,45563.29,54.06878,51.13317,2.935609,2330.684,24.2022,212.9218,21026.82,7600.911,0.004041,2.584459,16186579,1.18E-02,3.03E+10,820750,5.10E-05,1.424225,3.65E+11,1.016445,0.059144,0.563925,0.018966,0.618383,45.8276,10621.42,#N/A,#N/A,1
4,44897.59,3.04%,45343.13,45361.31,46.89527,46.7067,0.188572,2582.638,28.3805,-752.852,20992.76,6605.208,0.003644,2.245613,15099299,1.32E-02,3.05E+10,900353,5.13E-05,1.367411,3.65E+11,1.005331,0.053647,0.532199,0.020196,0.617829,19.28607,10650.01,4448.98,15052.24,1
4,43178.02,1.11%,45068.55,45145.71,43.55953,46.28839,-2.72886,2657.642,31.2185,-1051.36,21114.98,7611.822,0.00351,2.091757,14800980,9.65E-03,3.06E+10,707232,4.33E-05,1.112094,3.67E+11,1.073943,0,0.511603,0.016985,0.618291,15.72275,10758.63,#N/A,#N/A,1
4,41522.16,1.21%,44672.3,44800.88,40.40352,44.28623,-3.88271,2526.565,32.38049,-1375.73,21111.07,7108.144,0.003405,1.923241,14524070,1.37E-02,3.07E+10,832649,4.67E-05,1.010637,3.67E+11,1.002167,0.10604,0.491601,0.015874,0.618269,15.33232,10783.22,4359.46,14512.44,1
4,48233.99,1.21%,45021.43,44890.31,57.93878,45.18761,12.75117,2569.845,26.95185,-98.0007,21248.52,8258.353,0.003863,2.516301,16334963,1.05E-02,3.09E+10,802812,4.59E-05,1.318309,3.69E+11,1.010425,0,0.559203,0.018334,0.617856,27.80624,10814.02,#N/A,#N/A,1
4,49245.54,2.10%,45187.08,45021.43,60.1261,46.69434,13.43176,2571.163,25.8737,232.2303,21277.96,8556.194,0.003862,2.618152,16530959,1.39E-02,3.09E+10,1027970,5.10E-05,1.373334,3.70E+11,1.016971,0.059755,0.566326,0.019074,0.617735,22.69772,10823.53,4300.46,14255.48,1
4,51493.99,4.57%,45434.41,45187.08,64.54024,48.84022,15.70001,2591.012,25.77164,667.6754,21335.18,9222.838,0.004003,2.823418,17040853,1.47E-02,3.10E+10,1042590,4.90E-05,1.496282,3.71E+11,1.035632,0.208291,0.586065,0.02006,0.61765,20.22715,10836.28,4345.72,14433.83,1
4,53963.82,0.31%,46442.58,46135.59,66.00752,53.81416,12.19336,2711.688,28.67353,1950.98,21620.92,11477.96,0.004312,2.990908,16840732,2.68E-02,3.11E+10,981483,7.38E-05,1.179904,3.76E+11,1.02603,0.34888,0.598619,0.014637,0.617601,21.11138,10881.15,4391.34,14579.54,1
4,54962.29,1.85%,46776.69,46442.58,67.65024,55.63674,12.0135,2648.353,29.62581,2227.148,21648.78,11388.65,0.00432,3.093188,17493458,1.54E-02,3.12E+10,1008059,5.97E-05,1.477863,3.77E+11,1.031669,0.313583,0.606745,0.018329,0.617506,40.15515,10888.08,#N/A,#N/A,1
4,57367.32,2.43%,48202.69,47828.63,68.33747,63.38207,4.955397,2823.411,33.93468,2993.977,21855.96,10610.34,0.004364,3.258241,18079633,1.57E-02,3.14E+10,990555,5.83E-05,1.6862,3.80E+11,1.040825,0.440033,0.618958,0.02067,0.617451,30.47705,10967.26,4363.8,14571.64,1
4,61527.11,1.07%,50009.69,49539.6,72.54902,68.1384,4.410621,2914.516,39.30033,3825.228,22111.58,11172.42,0.004672,3.581159,18677393,1.12E-02,3.16E+10,827944,5.26E-05,1.707373,3.85E+11,1.018381,0.432027,0.641158,0.019555,0.617237,46.67039,11024.47,#N/A,#N/A,1
4,62042.41,0.84%,50481.56,50009.69,73.2703,69.07727,4.193032,2905.44,40.22163,3950.214,22198.2,11503.16,0.004728,3.603798,18638487,1.68E-02,3.16E+10,985057,5.55E-05,1.597298,3.87E+11,1.064616,0.524731,0.6417,0.018074,0.617176,30.89706,11051.08,4486.46,15021.81,1
4,64303.14,3.64%,51023.59,50481.56,76.22214,69.91169,6.310455,2924.122,41.44594,4183.464,22363.97,12361.87,0.004783,3.783305,18794802,1.53E-02,3.17E+10,1077630,4.81E-05,1.693568,3.90E+11,1.120199,0.661609,0.651738,0.018936,0.617474,27.47451,11112.16,4519.63,15129.09,1
4,66026.54,2.68%,51611.94,51023.59,78.19868,70.45832,7.740358,2963.399,43.00131,4456.014,22521.38,13530.36,0.004935,3.91642,18629623,1.97E-02,3.18E+10,975443,6.43E-05,1.676914,3.93E+11,1.079684,0.794638,0.65863,0.018196,0.617439,24.59165,11146.03,4536.19,15121.68,1
4,61300.01,1.01%,52717.25,52366.93,62.02347,69.65852,-7.63505,3054.749,42.01367,3814.66,22654.79,13604.9,0.004597,3.450124,18187397,1.21E-02,3.19E+10,814845,4.98E-05,1.518581,3.95E+11,1.017651,0.838659,0.630557,0.0177,0.617502,49.52335,11209.37,#N/A,#N/A,1
4,63083.54,3.66%,53430.37,53036.36,64.76224,68.77159,-4.00935,2984.049,41.03516,3506.789,22798.43,15042.13,0.004681,3.58328,18362231,1.22E-02,3.21E+10,1066072,4.93E-05,1.937736,3.98E+11,1.057416,0.832435,0.637805,0.022264,0.617491,27.8379,11271.32,4566.48,15226.71,1
4,60591.65,3.65%,54150.58,53887.68,56.62324,66.13556,-9.51232,3171.146,37.90621,2582.218,22893.32,13330.11,0.004465,3.323141,17753067,1.34E-02,3.22E+10,1048037,4.39E-05,1.548409,3.99E+11,1.029349,0.932736,0.621917,0.018681,0.617322,26.45662,11312.51,4596.42,15448.12,1
4,62276.72,2.78%,54469.25,54150.58,59.73302,65.08116,-5.34814,3143.583,37.09041,2534.827,22949.49,13220.47,0.004549,3.440986,18242521,1.44E-02,3.23E+10,1008766,5.12E-05,1.76437,4.00E+11,1.027652,0.951946,0.631108,0.0209,0.617237,26.23569,11327.39,4605.38,15498.39,1
4,63266.51,3.80%,55565.44,55251.11,60.91716,60.73502,0.182147,3039.278,33.3069,2143.088,23266.58,12455.38,0.004567,3.480314,18478886,1.74E-02,3.25E+10,1033022,5.89E-05,1.63068,4.06E+11,1.07907,1,0.631589,0.019292,0.617524,26.12377,11482.17,4630.65,15649.6,1
4,61539.31,0.87%,56473.86,56267.11,55.46699,57.76909,-2.30209,2835.359,29.7171,1631.383,23460.9,11450.57,0.004412,3.280091,17896772,1.11E-02,3.28E+10,826683,4.56E-05,1.53132,4.10E+11,1.036965,0.832069,0.618344,0.018795,0.617658,49.94197,11571.67,#N/A,#N/A,1
4,63309.13,2.88%,56741.91,56473.86,59.7186,57.69937,2.019237,2770.698,29.4337,1656.055,23483.08,11243.7,0.004485,3.421494,18620977,9.97E-03,3.28E+10,835999,4.26E-05,1.544726,4.10E+11,1.023342,0.7652,0.628606,0.018671,0.617527,60.76698,11575.98,#N/A,#N/A,1
4,64400.01,0.39%,58585.52,58348.2,57.58889,58.93332,-1.34444,2889.358,27.25201,1871.541,24178.26,13637.8,0.004561,3.41502,18270257,1.11E-02,3.32E+10,835461,4.48E-05,1.560422,4.23E+11,1.017959,0.926913,0.624819,0.018666,0.618128,50.9565,11809.3,#N/A,#N/A,1
4,65505.02,1.72%,58856.88,58585.52,60.23953,59.152,1.087529,2820.696,26.12211,1860.613,24195.52,13604.06,0.004582,3.475744,18525027,8.76E-03,3.33E+10,810270,3.87E-05,1.607318,4.23E+11,1.015591,0.817291,0.629574,0.019157,0.61801,49.75621,11816.78,#N/A,#N/A,1
4,60351.51,0.41%,59135.22,59085.58,45.47798,56.82621,-11.3482,2946.601,23.68882,900.4623,24331.06,12888.88,0.00424,2.996161,16936891,1.43E-02,3.34E+10,997978,4.64E-05,1.405346,4.26E+11,1.013534,0.92727,0.596731,0.01817,0.618191,14.06077,11916.63,4688.67,15921.57,1
4,58122.16,2.15%,59011.2,59047.49,41.72231,54.70744,-12.9851,3035.793,23.74619,9.630061,24306.8,9836.358,0.004033,2.827777,16592793,1.52E-02,3.35E+10,968315,4.64E-05,1.226538,4.25E+11,0.999145,0.849888,0.581706,0.016693,0.618069,20.2586,11940.62,4697.96,16057.44,1
4,59760.76,2.82%,59040.59,59011.2,46.22783,54.04749,-7.81966,2995.854,23.17932,-125.216,24324.24,9691.375,0.004129,2.957571,16967822,1.41E-02,3.36E+10,857699,5.20E-05,1.330577,4.26E+11,1.011363,0.759836,0.592867,0.017675,0.617982,34.72993,11951.13,#N/A,#N/A,1
4,57566.85,2.29%,58865.45,58918.45,42.63753,49.21386,-6.57632,2931.673,23.33499,-807.054,24321.05,9998.171,0.003981,2.769846,16451976,1.47E-02,3.37E+10,912653,4.34E-05,1.167499,4.25E+11,1.000638,0.86213,0.577597,0.016076,0.617831,18.45418,11994.6,4690.7,15775.14,1
4,58987.27,3.19%,58806.07,58798.67,46.92798,47.09446,-0.16648,2814.829,23.0865,-906.769,24512.02,10450.89,0.004057,2.847611,16893551,1.80E-02,3.38E+10,979243,5.17E-05,1.170049,4.29E+11,1.063946,0.996054,0.583875,0.015829,0.618146,9.953548,12088.7,#N/A,#N/A,1
4,54759.05,1.86%,58457.15,58608.09,39.5474,44.3698,-4.8224,2922.124,24.06485,-1476.59,24464.42,10562.5,0.003794,2.481278,15296958,9.36E-03,3.39E+10,791045,3.51E-05,1.204431,4.28E+11,0.994843,0.955306,0.551288,0.017424,0.618228,31.76287,12111.09,#N/A,#N/A,1
4,57317.17,4.67%,58412.44,58457.15,45.84848,43.34187,2.506614,3010.758,23.44029,-1410.31,24477.01,10635.14,0.003783,2.691848,16310770,8.40E-03,3.40E+10,809960,3.45E-05,1.165534,4.28E+11,1.007457,0.872434,0.571931,0.016931,0.618101,48.23823,12120.35,#N/A,#N/A,1
4,57838.06,0.91%,58389.92,58412.44,47.05854,42.84256,4.215984,2951.295,22.24836,-1300.77,24525.89,10245.31,0.00398,2.751011,16645686,1.23E-02,3.40E+10,985176,3.70E-05,1.263554,4.29E+11,1.023722,0.930134,0.575634,0.017422,0.618059,20.31787,12136.91,4655.27,15782.83,1
4,57226.5,0.42%,58291.47,58334.94,45.89803,42.90824,2.989786,2955.739,20.68154,-1208.73,24590.76,10447.6,0.00395,2.671663,16120363,2.35E-02,3.41E+10,1061866,7.13E-05,1.200194,4.30E+11,1.015373,1,0.569798,0.016683,0.618029,15.61108,12176.83,4513.04,15254.05,1
4,49484.22,0.49%,57375.07,57697.15,32.2841,41.24452,-8.96042,3564.527,25.8227,-2271.42,24451.35,9609.348,0.003355,2.016029,14464057,2.06E-02,3.44E+10,966666,0.000102,1.23341,4.28E+11,0.990974,0.862459,0.502581,0.020246,0.617775,20.49686,12221.25,#N/A,#N/A,1
4,50529.56,2.11%,57106.62,57375.07,35.43288,40.99168,-5.5588,3588.847,27.34789,-2437.74,24420.91,9817.789,0.00333,2.121365,14795210,1.19E-02,3.44E+10,1059561,4.57E-05,1.26592,4.27E+11,0.984219,0.926926,0.516164,0.020984,0.61767,13.05647,12236.39,4591.67,15225.15,1
4,50625.48,0.19%,56852.46,57106.62,35.72821,40.49815,-4.76994,3470.208,28.37694,-2532.62,24492.3,10066.09,0.003473,2.130263,14734401,1.17E-02,3.45E+10,999907,3.95E-05,1.183472,4.28E+11,1.040021,0.98186,0.515705,0.018767,0.617761,18.31793,12271,4686.75,15686.92,1
4,49407.75,4.74%,55639.39,55893.74,37.48716,38.24234,-0.75518,3356.058,33.46891,-2967.5,24450.61,8017.219,0.003278,2.008643,14707457,8.33E-03,3.46E+10,810054,3.52E-05,1.092895,4.27E+11,1.007897,0.895267,0.504403,0.018394,0.617609,47.06462,12321.95,#N/A,#N/A,1
4,50089.64,1.38%,55421.75,55639.39,39.61631,37.79719,1.819125,3270.818,33.93851,-2831.44,24455.55,7695.912,0.003345,2.067179,14879325,7.42E-03,3.47E+10,738251,3.05E-05,1.033791,4.28E+11,1.002976,0.832885,0.511867,0.017042,0.617501,81.83071,12323.84,#N/A,#N/A,1
4,48367.43,3.51%,54817.55,55080.82,38.49635,36.34769,2.148659,3288.579,35.87997,-2897.52,24446.79,6875.674,0.003169,1.923953,14187723,1.25E-02,3.48E+10,963442,4.21E-05,1.035146,4.27E+11,1.005892,0.977067,0.503187,0.018023,0.617415,29.58809,12367.49,4634.09,15237.64,1
